Timestamp,CPU usage_MHZ,CPU usage_%,Memory usage_KB,Memory usage_%,Disk read throughput_KB/s,Disk write throughput_KB/s,Network received throughput_KB/s,Network transmitted throughput_KB/s
12/13/2016 13:00,1365,9.5,3018221,17.99,5,159,1,1
12/13/2016 14:00,1610,11.2,6182404,36.85,31,637,11,35
12/13/2016 15:00,95,2.66,658296,31.39,1624,539,1,1
12/13/2016 16:00,767,5.34,4583535,27.32,109,345,11,35
12/13/2016 17:00,160,4.46,380004,18.12,5654,1279,0,1
12/13/2016 18:00,482,22.65,1016070,48.45,5589,1217,1,1
12/13/2016 19:00,1010,5.49,4672455,27.85,0,780,1,1
12/13/2016 20:00,1012,7.04,4091963,24.39,6,253,11,35
12/13/2016 21:00,1056,7.35,2045143,12.19,5,661,1,1
12/13/2016 22:00,452,21.24,1253887,59.79,4623,1361,1,1
12/13/2016 23:00,11897,64.73,1015022,6.05,0,47,1,1
12/14/2016 0:00,1780,12.39,2615568,15.59,1389,257,11,36
12/14/2016 1:00,1600,11.14,1811100,21.59,17,472,1,1
12/14/2016 2:00,376,2.61,1626551,19.39,0,571,1,1
12/14/2016 3:00,118,3.29,445645,21.25,3892,161,1,1
12/14/2016 4:00,526,24.68,1073532,51.19,9125,1514,11,35
12/14/2016 5:00,666,4.63,4024854,23.99,6,31,0,1
12/14/2016 6:00,834,5.8,2459540,29.32,1,30,11,36
12/14/2016 7:00,951,6.62,6290617,74.99,37,106,1,1
12/14/2016 8:00,668,4.65,1878209,22.39,439,909,1,1
12/14/2016 9:00,314,14.77,1547488,73.79,2224,1264,1,1
12/14/2016 10:00,817,5.69,3006477,17.92,13,255,1,1
12/14/2016 11:00,3159,21.99,4612896,54.99,679,412,1,1
12/14/2016 12:00,2144,14.92,3208643,38.25,26,3284,1,1
12/14/2016 13:00,699,4.86,4237925,50.52,185,56,0,1
12/14/2016 14:00,685,4.76,1576220,18.79,637,42,11,36
12/14/2016 15:00,2324,16.18,5238686,62.45,255,1069,1,1
12/14/2016 16:00,350,2.43,2358877,28.12,5,436,11,35
12/14/2016 17:00,773,5.38,3085330,18.39,542,738,1,1
12/14/2016 18:00,95,2.67,493250,23.52,1344,40,11,43
12/14/2016 19:00,610,3.32,3375576,20.12,0,1779,0,1
12/14/2016 20:00,1645,11.45,1710437,20.39,14,226,1,1
12/14/2016 21:00,319,2.21,1603902,19.12,0,31,1,1
12/14/2016 22:00,1996,13.89,1928541,22.99,10,242,11,35
12/14/2016 23:00,1244,8.66,4147328,24.72,560,1056,1,1
12/15/2016 0:00,861,5.99,3141534,37.45,3,50,1,1
12/15/2016 1:00,1280,8.91,5377098,32.05,393,994,0,1
12/15/2016 2:00,466,21.89,1002229,47.79,4763,1203,1,1
12/15/2016 3:00,13533,73.63,2972923,17.72,0,1962,1,1
12/15/2016 4:00,410,2.23,758330,4.52,0,57,11,35
12/15/2016 5:00,1393,9.7,3732931,22.25,36,133,0,1
12/15/2016 6:00,2044,14.23,2196976,26.19,13,45,26,16
12/15/2016 7:00,1781,49.61,7804761,46.52,5192,2073,1,1
12/15/2016 8:00,348,16.35,375810,17.92,3,1387,1,1
12/15/2016 9:00,223,10.48,80740,3.85,0,6,1,1
12/15/2016 10:00,1875,52.25,9628444,57.39,4330,332,1,1
12/15/2016 11:00,504,23.65,518416,24.72,2,1561,0,1
12/15/2016 12:00,480,22.57,628936,29.99,38,1460,1,1
12/15/2016 13:00,496,23.3,1614597,76.99,6063,1258,1,1
12/15/2016 14:00,3860,26.87,6618612,39.45,824,6165,1,1
12/15/2016 15:00,5750,40.03,6105229,36.39,3881,11741,1,1
12/15/2016 16:00,3498,24.35,4663227,55.59,194,405,11,35
12/15/2016 17:00,132,3.7,440192,20.99,5214,1299,0,1
12/15/2016 18:00,761,7.93,658506,7.85,6,1357,11,36
12/15/2016 19:00,1468,20.45,5496216,65.52,3850,358,1,1
12/15/2016 20:00,3679,25.61,3019060,35.99,4,276,11,35
12/15/2016 21:00,39,1.11,233203,11.12,7,1408,1,1
12/15/2016 22:00,502,23.56,1153224,54.99,4959,1203,1,1
12/15/2016 23:00,2410,16.77,2431857,28.99,1,1057,0,1
12/16/2016 0:00,2569,71.57,12222202,72.85,17599,3126,11,36
12/16/2016 1:00,522,24.52,1539100,73.39,6263,1180,1,1
12/16/2016 2:00,2042,14.21,2073664,24.72,8,434,1,1
12/16/2016 3:00,379,17.8,935120,44.59,1252,1336,1,1
12/16/2016 4:00,512,3.56,1743992,20.79,36,55,11,35
12/16/2016 5:00,547,25.7,540856,25.79,2,1630,1,1
12/16/2016 6:00,3408,23.72,5015549,59.79,1289,683,1,1
12/16/2016 7:00,532,24.98,1510998,72.05,5169,1228,1,1
12/16/2016 8:00,1621,11.29,2884004,17.19,7,355,11,36
12/16/2016 9:00,1830,12.74,3756419,22.39,124,484,39,19
12/16/2016 10:00,819,5.69,3118884,18.59,5,91,1,1
12/16/2016 11:00,2130,14.82,4003044,47.72,25,354,0,1
12/16/2016 12:00,1966,13.68,5468534,65.19,26,26,11,36
12/16/2016 13:00,587,4.08,4948440,58.99,48,1024,1,1
12/16/2016 14:00,1372,9.55,2264085,26.99,32,815,1,1
12/16/2016 15:00,97,2.73,503107,23.99,1627,41,1,1
12/16/2016 16:00,115,3.21,926731,44.19,4105,1270,11,35
12/16/2016 17:00,42,1.2,319816,15.25,0,1396,0,1
12/16/2016 18:00,1282,17.85,5334316,63.59,1639,347,1,1
12/16/2016 19:00,885,6.15,2868065,34.19,0,131,1,1
12/16/2016 20:00,1128,7.85,5400586,32.19,10,55,11,35
12/16/2016 21:00,824,22.97,249981,11.92,54743,24,1,1
12/16/2016 22:00,664,4.62,3555931,42.39,676,52,1,1
12/16/2016 23:00,481,3.35,2146645,25.59,21,37,0,1
12/17/2016 0:00,365,2.54,3052614,36.39,0,93,1,1
12/17/2016 1:00,1252,8.71,5065042,30.19,3,317,1,1
12/17/2016 2:00,1751,12.19,4271479,50.92,157,115,11,36
12/17/2016 3:00,197,5.52,335335,15.99,6309,13,1,1
12/17/2016 4:00,938,26.15,7423918,44.25,11442,4239,1,1
12/17/2016 5:00,645,4.49,3857082,22.99,39,331,0,1
12/17/2016 6:00,263,1.82,1408447,16.79,0,87,1,8
12/17/2016 7:00,457,21.48,656828,31.32,140,1313,10,13
12/17/2016 8:00,892,6.21,3588646,21.39,4,109,11,35
12/17/2016 9:00,5462,38.02,6853492,40.85,133,9062,1,1
12/17/2016 10:00,159,3.74,154980,7.39,8,42,11,35
12/17/2016 11:00,1320,9.19,3061842,18.25,210,770,1,1
12/17/2016 12:00,1289,8.97,2107218,25.12,3458,431,1,1
12/17/2016 13:00,424,19.92,968674,46.19,5032,1205,1,1
12/17/2016 14:00,6047,42.09,5669021,33.79,4698,12487,11,36
12/17/2016 15:00,400,2.78,1452907,17.32,2,31,1,1
12/17/2016 16:00,1309,9.11,3555931,42.39,507,561,1,5
12/17/2016 17:00,2024,56.38,5534804,32.99,7163,745,0,1
12/17/2016 18:00,463,3.22,1530921,18.25,247,54,11,36
12/17/2016 19:00,874,6.08,3527410,42.05,162,18,1,1
12/17/2016 20:00,527,24.75,1688627,80.52,5644,1175,1,1
12/17/2016 21:00,1079,7.51,2783340,16.59,9,433,1,1
12/17/2016 22:00,1131,7.87,2123996,25.32,303,89,1,1
12/17/2016 23:00,141,6.65,375810,17.92,0,1439,0,1
12/18/2016 0:00,1908,13.28,4965217,59.19,335,124,11,36
12/18/2016 1:00,931,6.48,3118884,18.59,14,626,1,1
12/18/2016 2:00,996,6.93,4305034,51.32,997,147,11,35
12/18/2016 3:00,87,2.44,540856,25.79,1300,611,1,1
12/18/2016 4:00,2765,19.25,6620289,78.92,3354,449,11,35
12/18/2016 5:00,1815,12.63,4825127,57.52,234,228,0,1
12/18/2016 6:00,867,6.03,1480589,17.65,0,115,1,1
12/18/2016 7:00,447,20.98,1164339,55.52,2686,1338,1,1
12/18/2016 8:00,444,20.86,1075000,51.26,3118,1256,11,35
12/18/2016 9:00,458,21.5,1028653,49.05,4938,1092,1,1
12/18/2016 10:00,4275,44.54,6866076,81.85,35835,37252,1,1
12/18/2016 11:00,1422,9.89,3420874,20.39,20,827,0,1
12/18/2016 12:00,1280,8.91,3756419,22.39,612,846,11,36
12/18/2016 13:00,493,3.43,3304273,39.39,18,30,1,1
12/18/2016 14:00,611,28.66,198181,9.45,0,1039,1,1
12/18/2016 15:00,2355,25.63,4293290,25.59,0,1739,1,1
12/18/2016 16:00,1202,8.37,3286657,19.59,42,420,11,35
12/18/2016 17:00,2283,15.89,2129868,25.39,4,388,1,1
12/18/2016 18:00,211,5.89,663749,31.65,5032,313,1,5
12/18/2016 19:00,1557,10.84,2442763,29.12,213,554,1,1
12/18/2016 20:00,12610,68.61,1306945,7.79,0,22,1,8
12/18/2016 21:00,2621,18.25,4964378,29.59,104,160,5,22
12/18/2016 22:00,208,9.8,71093,3.39,0,5,1,1
12/18/2016 23:00,818,5.69,2984667,17.79,9,230,1,1
12/19/2016 0:00,2612,18.18,4953473,59.05,103,272,1,1
12/19/2016 1:00,387,2.7,1173566,13.99,5,63,0,1
12/19/2016 2:00,454,21.34,969933,46.25,4077,1273,1,1
12/19/2016 3:00,1319,9.18,4964378,29.59,68,965,1,1
12/19/2016 4:00,39,1.11,314363,14.99,13,1389,11,35
12/19/2016 5:00,426,19.98,1116733,53.25,4959,1263,1,1
12/19/2016 6:00,163,7.67,211812,5.05,0,6,11,36
12/19/2016 7:00,801,5.57,2566075,30.59,90,180,1,1
12/19/2016 8:00,91,2.54,851234,40.59,1340,387,11,36
12/19/2016 9:00,484,22.74,968674,46.19,782,1453,1,1
12/19/2016 10:00,1173,8.16,2783340,16.59,3,68,1,1
12/19/2016 11:00,4166,29,3371381,40.19,297,598,1,1
12/19/2016 12:00,265,7.38,423415,20.19,14025,1030,1,1
12/19/2016 13:00,452,21.24,1594884,76.05,5257,1155,0,1
12/19/2016 14:00,1155,8.04,3174249,18.92,10,1170,11,36
12/19/2016 15:00,1909,53.17,7615178,45.39,59836,901,1,1
12/19/2016 16:00,461,21.64,968674,46.19,2477,1264,11,35
12/19/2016 17:00,719,33.73,427609,20.39,408950,410325,1,1
12/19/2016 18:00,914,6.36,4226181,25.19,23,178,1,1
12/19/2016 19:00,46,1.3,600834,28.65,43,1365,1,1
12/19/2016 20:00,420,19.74,609223,29.05,1416,1415,11,43
12/19/2016 21:00,326,2.27,1660106,19.79,0,91,1,1
12/19/2016 22:00,321,15.11,402443,19.19,19,1372,1,1
12/19/2016 23:00,2219,15.45,3879731,46.25,60,607,1,2
12/20/2016 0:00,700,4.87,2817733,33.59,16,575,11,36
12/20/2016 1:00,1359,9.46,3857082,22.99,12,131,1,1
12/20/2016 2:00,1278,8.9,3363832,20.05,21,113,1,1
12/20/2016 3:00,603,4.2,3510632,41.85,930,64,1,1
12/20/2016 4:00,503,23.63,1114007,53.12,5528,1105,11,35
12/20/2016 5:00,527,24.77,1353082,64.52,5320,1136,1,1
12/20/2016 6:00,1403,9.76,4528171,26.99,3,193,1,1
12/20/2016 7:00,2219,15.44,2850449,16.99,6,545,1,1
12/20/2016 8:00,759,5.28,3857082,22.99,31,938,11,36
12/20/2016 9:00,1635,11.38,3274913,19.52,8,75,1,1
12/20/2016 10:00,877,6.1,4784862,28.52,179,154,11,39
12/20/2016 11:00,2421,16.85,7112701,84.79,1298,315,1,1
12/20/2016 12:00,2054,14.3,3152439,18.79,47,504,11,36
12/20/2016 13:00,1203,8.37,6876981,40.99,2287,1132,1,1
12/20/2016 14:00,318,2.21,1509111,17.99,2,53,2,49
12/20/2016 15:00,54,1.51,918343,43.79,121,124,1,1
12/20/2016 16:00,1141,7.94,4125517,24.59,51,108,11,35
12/20/2016 17:00,3608,25.12,5132150,30.59,25,147,1,1
12/20/2016 18:00,449,21.09,427609,20.39,2,1299,1,1
12/20/2016 19:00,501,23.5,1346162,64.19,5685,1171,0,1
12/20/2016 20:00,985,6.85,4303356,25.65,10,199,1,1
12/20/2016 21:00,3567,24.83,5015549,59.79,195,564,1,1
12/20/2016 22:00,345,2.4,1536793,18.32,0,78,1,1
12/20/2016 23:00,2791,19.43,2314417,27.59,3,1476,1,1
12/21/2016 0:00,291,1.58,2011588,11.99,0,1051,11,36
12/21/2016 1:00,605,4.21,2878970,34.32,410,4049,0,1
12/21/2016 2:00,650,4.52,2134901,25.45,12,1051,11,36
12/21/2016 3:00,655,6.83,3270718,38.99,3785,9960,1,1
12/21/2016 4:00,2410,16.78,6608545,39.39,128,700,1,1
12/21/2016 5:00,58,1.64,482135,22.99,2,10,1,1
12/21/2016 6:00,4574,31.84,5221070,31.12,495,5355,11,36
12/21/2016 7:00,3272,22.77,4517265,53.85,143,470,0,1
12/21/2016 8:00,1300,9.05,1838783,21.92,4194,421,11,36
12/21/2016 9:00,3650,25.41,2347971,27.99,14,281,1,5
12/21/2016 10:00,87,2.44,324010,15.45,1313,1336,1,1
12/21/2016 11:00,725,5.04,3196060,19.05,12,223,1,1
12/21/2016 12:00,1943,54.12,7514515,44.79,6469,693,1,1
12/21/2016 13:00,518,24.34,782657,37.32,700,1376,1,1
12/21/2016 14:00,2759,30.02,4046665,24.12,0,1300,11,36
12/21/2016 15:00,4892,34.06,7469217,44.52,313,5256,1,1
12/21/2016 16:00,478,3.32,1853882,11.05,3,1258,1,1
12/21/2016 17:00,585,4.07,3286657,19.59,23,159,1,1
12/21/2016 18:00,214,1.49,4550820,54.25,12,9,11,36
12/21/2016 19:00,1476,10.27,1765802,21.05,7,497,0,1
12/21/2016 20:00,1087,7.56,2079536,24.79,0,941,1,1
12/21/2016 21:00,1794,12.49,2302673,27.45,20,668,1,1
12/21/2016 22:00,200,9.39,415026,19.79,4,1355,11,35
12/21/2016 23:00,319,14.97,536661,25.59,4,1340,1,1
12/22/2016 0:00,526,24.72,482135,22.99,3,1421,1,1
12/22/2016 1:00,613,3.33,2301834,13.72,0,754,0,1
12/22/2016 2:00,857,5.96,2280024,13.59,1,355,1,1
12/22/2016 3:00,173,8.16,115763,5.52,0,5,1,1
12/22/2016 4:00,1030,7.17,4135584,24.65,7,169,11,35
12/22/2016 5:00,571,3.97,4310906,51.39,93,40,1,1
12/22/2016 6:00,497,23.32,1016280,48.46,6219,1130,11,36
12/22/2016 7:00,2133,14.85,3253941,38.79,520,1304,0,1
12/22/2016 8:00,2858,19.89,6038120,35.99,212,5016,11,36
12/22/2016 9:00,694,4.83,4024854,23.99,10,133,1,1
12/22/2016 10:00,1977,13.76,2666739,31.79,6,173,1,1
12/22/2016 11:00,109,3.04,373083,17.79,1341,27,1,1
12/22/2016 12:00,136,1.48,385037,4.59,0,36,11,36
12/22/2016 13:00,624,4.34,3286657,19.59,3,111,0,1
12/22/2016 14:00,470,22.06,280809,13.39,12,1458,11,36
12/22/2016 15:00,152,1.65,574620,6.85,0,40,1,1
12/22/2016 16:00,1595,11.1,2749786,16.39,17,195,11,35
12/22/2016 17:00,489,3.4,1480589,17.65,17,50,1,1
12/22/2016 18:00,753,5.24,2448635,29.19,175,322,1,1
12/22/2016 19:00,788,5.48,1408447,16.79,0,112,0,1
12/22/2016 20:00,231,10.86,147640,3.52,0,3,1,1
12/22/2016 21:00,613,4.26,3013188,35.92,55,422,1,1
12/22/2016 22:00,224,1.56,1228931,14.65,0,9,11,35
12/22/2016 23:00,861,5.99,1469684,17.52,0,113,1,1
12/23/2016 0:00,1124,7.82,3018221,17.99,7,225,11,36
12/23/2016 1:00,790,22.02,227541,10.85,50067,145,1,1
12/23/2016 2:00,2235,24.33,4561725,27.19,0,1357,1,1
12/23/2016 3:00,972,6.76,2380687,14.19,1,381,1,1
12/23/2016 4:00,297,2.07,2956984,35.25,0,62,1,5
12/23/2016 5:00,1285,8.94,4992900,59.52,1322,211,1,1
12/23/2016 6:00,329,15.45,1039978,49.59,2930,1244,1,1
12/23/2016 7:00,6320,44,7984277,47.59,25,8612,0,1
12/23/2016 8:00,1314,9.14,4315100,25.72,5,129,11,36
12/23/2016 9:00,1829,12.73,5502088,65.59,157,19,1,1
12/23/2016 10:00,107,3,420479,20.05,3257,1260,1,1
12/23/2016 11:00,12585,68.47,959657,5.72,0,26,1,1
12/23/2016 12:00,682,4.75,2682677,15.99,3,120,1,1
12/23/2016 13:00,532,3.7,2862193,34.12,511,541,1,1
12/23/2016 14:00,457,21.49,420479,20.05,0,1206,1,1
12/23/2016 15:00,163,1.77,524288,6.25,0,36,1,1
12/23/2016 16:00,1158,8.06,3867148,23.05,9,38,11,35
12/23/2016 17:00,1948,13.56,2274991,27.12,255,166,1,1
12/23/2016 18:00,223,10.49,153092,3.65,0,2,1,1
12/23/2016 19:00,222,10.44,211812,5.05,0,2,0,1
12/23/2016 20:00,237,5.57,545050,25.99,133,931,11,36
12/23/2016 21:00,5252,36.57,6608545,39.39,45,8638,1,1
12/23/2016 22:00,398,2.77,1385798,16.52,3,25,11,35
12/23/2016 23:00,413,19.39,469552,22.39,8,1211,1,1
12/24/2016 0:00,697,32.72,392587,18.72,407653,408976,11,36
12/24/2016 1:00,627,6.82,612368,3.65,0,2823,0,1
12/24/2016 2:00,694,3.77,2055209,12.25,0,615,1,1
12/24/2016 3:00,845,5.88,5611979,33.45,4,144,1,1
12/24/2016 4:00,895,6.23,6038959,71.99,176,4190,1,1
12/24/2016 5:00,2297,15.99,6095163,72.66,1774,99,0,1
12/24/2016 6:00,1144,7.96,6704175,79.92,440,93,11,36
12/24/2016 7:00,144,4.03,758959,36.19,4221,48,1,1
12/24/2016 8:00,98,2.75,950429,45.32,1335,52,11,35
12/24/2016 9:00,416,19.54,602302,28.72,1821,1239,1,1
12/24/2016 10:00,752,4.09,2670933,15.92,1,1027,11,35
12/24/2016 11:00,5847,40.71,6517948,38.85,33,8930,0,1
12/24/2016 12:00,1814,12.62,5635467,33.59,1,93,30,54
12/24/2016 13:00,3330,23.18,4919919,58.65,257,5395,1,8
12/24/2016 14:00,2930,20.39,2431857,28.99,2,1196,11,35
12/24/2016 15:00,756,35.47,1174195,55.99,5004,1184,1,1
12/24/2016 16:00,2016,14.03,4739564,28.25,8,198,11,36
12/24/2016 17:00,1004,6.99,2826961,16.85,35,727,0,1
12/24/2016 18:00,5100,35.5,6340110,37.79,131,8611,1,1
12/24/2016 19:00,563,3.92,3902380,46.52,8,984,1,1
12/24/2016 20:00,252,1.75,1296040,15.45,0,70,11,35
12/24/2016 21:00,186,5.2,697303,33.25,1139,742,1,1
12/24/2016 22:00,161,4.51,287729,13.72,2288,54,1,1
12/24/2016 23:00,186,2.02,708837,8.45,0,31,0,1
12/25/2016 0:00,1508,10.5,5343543,31.85,4,428,11,36
12/25/2016 1:00,142,3.97,416285,19.85,5731,1234,1,1
12/25/2016 2:00,563,26.43,402443,19.19,26,1181,11,36
12/25/2016 3:00,409,2.84,1374893,16.39,1,34,1,1
12/25/2016 4:00,380,2.64,1514144,18.05,41,73,11,35
12/25/2016 5:00,128,3.59,441450,21.05,5009,1262,0,1
12/25/2016 6:00,572,26.84,503107,23.99,5,1250,11,36
12/25/2016 7:00,143,1.55,485700,5.79,0,33,1,1
12/25/2016 8:00,1159,8.07,3018221,17.99,1,1010,1,1
12/25/2016 9:00,839,5.84,3018221,17.99,2,157,1,1
12/25/2016 10:00,587,4.09,2939368,17.52,37,2159,1,1
12/25/2016 11:00,3784,26.34,5502088,65.59,463,630,0,1
12/25/2016 12:00,427,2.97,2269118,27.05,3,98,1,1
12/25/2016 13:00,66,3.11,195455,9.32,162,1333,1,1
12/25/2016 14:00,141,3.95,876400,41.79,3846,41,1,1
12/25/2016 15:00,235,11.06,158964,3.79,0,5,1,1
12/25/2016 16:00,1986,13.82,3505599,41.79,6,56,1,1
12/25/2016 17:00,38,1.06,126878,6.05,5,1342,0,1
12/25/2016 18:00,568,26.69,479199,22.85,0,1360,11,36
12/25/2016 19:00,198,5.51,560359,26.72,4936,96,1,1
12/25/2016 20:00,1173,8.16,4303356,25.65,22,72,1,1
12/25/2016 21:00,743,5.17,3219548,19.19,13,58,1,1
12/25/2016 22:00,796,5.54,4415763,26.32,10,132,1,1
12/25/2016 23:00,119,3.33,455501,21.72,1541,330,0,1
12/26/2016 0:00,127,1.39,334705,3.99,0,30,1,1
12/26/2016 1:00,1210,8.42,3934257,23.45,12,252,1,1
12/26/2016 2:00,520,3.62,2459540,29.32,32,150,1,1
12/26/2016 3:00,340,2.37,1379926,16.45,0,242,1,1
12/26/2016 4:00,2480,25.85,6810711,81.19,14879,34080,1,1
12/26/2016 5:00,184,5.14,1291007,15.39,32,831,0,1
12/26/2016 6:00,1038,7.22,5098596,30.39,16,148,1,1
12/26/2016 7:00,314,2.18,1083808,12.92,0,20,1,1
12/26/2016 8:00,144,4.02,633130,30.19,2045,429,1,1
12/26/2016 9:00,673,7.32,4024854,23.99,0,1288,1,1
12/26/2016 10:00,1559,10.86,3051776,18.19,6,127,1,1
12/26/2016 11:00,897,6.25,2447796,14.59,0,361,0,1
12/26/2016 12:00,324,2.25,1559442,18.59,28,28,1,1
12/26/2016 13:00,466,3.24,2784179,33.19,0,266,18,9
12/26/2016 14:00,418,19.61,1038510,49.52,4265,1190,1,5
12/26/2016 15:00,1747,12.16,3588646,21.39,31,216,1,1
12/26/2016 16:00,5471,38.09,7413852,44.19,2287,10323,11,35
12/26/2016 17:00,1159,8.07,3185993,18.99,0,379,0,1
12/26/2016 18:00,1379,9.59,3934257,23.45,139,1554,11,36
12/26/2016 19:00,2028,14.11,6340110,37.79,396,473,1,1
12/26/2016 20:00,1617,11.26,6194148,36.92,271,993,1,1
12/26/2016 21:00,3034,21.12,4847777,57.79,258,458,1,1
12/26/2016 22:00,1795,12.49,3164183,37.72,161,1075,11,35
12/26/2016 23:00,447,3.11,1212154,14.45,37,26,0,1
12/27/2016 0:00,824,5.73,4411569,52.59,30,484,1,1
12/27/2016 1:00,166,4.63,595381,28.39,2668,1172,1,1
12/27/2016 2:00,447,21,1118201,53.32,5386,1282,7,5
12/27/2016 3:00,1542,10.73,3622201,21.59,1,186,4,2
12/27/2016 4:00,1169,8.14,3722864,22.19,8,913,8,5
12/27/2016 5:00,539,3.75,1408447,16.79,237,14,74,30
12/27/2016 6:00,179,5.01,854799,10.19,35,824,11,40
12/27/2016 7:00,660,4.59,2845416,33.92,150,57,1,1
12/27/2016 8:00,65,1.83,524078,24.99,510,189,1,1
12/27/2016 9:00,415,19.49,993840,47.39,4411,1162,1,1
12/27/2016 10:00,2654,28.89,4897269,29.19,0,1413,11,35
12/27/2016 11:00,2076,14.45,3487983,20.79,9,378,0,1
12/27/2016 12:00,2330,16.22,6569958,78.32,412,129,11,36
12/27/2016 13:00,45,1.27,287729,13.72,0,1325,1,1
12/27/2016 14:00,1948,54.27,10299533,61.39,19618,8513,11,35
12/27/2016 15:00,13586,73.92,2380687,14.19,0,993,1,1
12/27/2016 16:00,186,4.38,231526,5.52,0,8,11,35
12/27/2016 17:00,5905,41.11,6138783,36.59,5207,13559,0,1
12/27/2016 18:00,890,6.19,1329594,15.85,15,1900,1,1
12/27/2016 19:00,1961,54.62,5410652,32.25,7066,645,1,1
12/27/2016 20:00,213,2.32,563714,6.72,0,37,1,1
12/27/2016 21:00,562,3.91,1089680,12.99,0,53,1,2
12/27/2016 22:00,1013,7.05,3555092,21.19,4,132,11,35
12/27/2016 23:00,878,6.11,4180882,24.92,11,1159,0,1
12/28/2016 0:00,874,6.08,1832911,21.85,0,134,11,36
12/28/2016 1:00,129,3.62,402443,19.19,4754,1235,1,1
12/28/2016 2:00,512,24.03,612159,29.19,6,1359,11,35
12/28/2016 3:00,211,9.92,87871,4.19,0,5,1,1
12/28/2016 4:00,4226,29.42,4449318,26.52,387,6499,11,35
12/28/2016 5:00,1045,7.27,3583613,42.72,480,356,1,3
12/28/2016 6:00,5709,39.75,5702576,33.99,308,9812,1,1
12/28/2016 7:00,747,5.19,2000683,23.85,875,277,0,1
12/28/2016 8:00,2317,16.13,6010438,71.65,27680,8069,1,1
12/28/2016 9:00,1359,9.46,5585974,66.59,571,303,1,5
12/28/2016 10:00,1115,7.76,3387320,20.19,644,1603,11,35
12/28/2016 11:00,2156,15.01,4064281,48.45,766,625,1,1
12/28/2016 12:00,698,4.86,1419352,16.92,0,201,11,36
12/28/2016 13:00,679,4.72,2482189,29.59,3,154,0,1
12/28/2016 14:00,415,2.88,2895748,34.52,1646,291,11,36
12/28/2016 15:00,758,35.55,1084647,51.72,6098,1111,1,1
12/28/2016 16:00,451,21.16,352112,16.79,6,1324,1,1
12/28/2016 17:00,154,1.68,804468,9.59,0,34,0,1
12/28/2016 18:00,1987,13.83,2347971,27.99,5,550,11,36
12/28/2016 19:00,353,2.45,2045981,24.39,4,82,1,1
12/28/2016 20:00,471,13.12,248513,11.85,28292,634,1,1
12/28/2016 21:00,1167,8.12,1833750,21.86,8,302,1,1
12/28/2016 22:00,130,3.63,444387,21.19,5139,1230,11,35
12/28/2016 23:00,260,12.24,1151756,54.92,3,1396,0,1
12/29/2016 0:00,593,4.13,3689310,21.99,5,115,11,36
12/29/2016 1:00,37,1.03,406638,19.39,2,1318,1,1
12/29/2016 2:00,298,8.33,591187,28.19,10513,431,1,1
12/29/2016 3:00,554,26.02,449839,21.45,2,1309,1,1
12/29/2016 4:00,198,9.32,58511,2.79,0,4,1,1
12/29/2016 5:00,2314,25.19,4986188,29.72,0,1772,1,1
12/29/2016 6:00,1949,13.57,5372904,64.05,1134,170,11,36
12/29/2016 7:00,536,25.15,564553,26.92,1,1368,1,5
12/29/2016 8:00,2140,14.9,2610535,31.12,19,530,11,36
12/29/2016 9:00,756,5.26,1732248,20.65,166,91,1,1
12/29/2016 10:00,344,2.39,1341338,15.99,45,29,11,35
12/29/2016 11:00,200,9.44,838651,39.99,4,1231,0,1
12/29/2016 12:00,197,9.25,333867,15.92,24,1308,11,36
12/29/2016 13:00,471,22.13,1073532,51.19,3330,1114,1,1
12/29/2016 14:00,509,3.54,3594518,42.85,0,37,11,35
12/29/2016 15:00,169,4.71,733794,34.99,2217,90,1,1
12/29/2016 16:00,329,9.18,781189,37.25,12162,119,11,35
12/29/2016 17:00,220,10.36,153092,3.65,0,3,0,1
12/29/2016 18:00,1354,9.42,3991300,23.79,2,386,11,36
12/29/2016 19:00,484,3.37,2045143,12.19,8,64,1,1
12/29/2016 20:00,767,5.34,4243797,50.59,4689,118,1,1
12/29/2016 21:00,1665,46.39,4315100,25.72,7835,595,1,1
12/29/2016 22:00,2920,20.33,2543426,30.32,331,1434,11,35
12/29/2016 23:00,374,17.59,1055287,50.32,2117,1249,0,1
12/30/2016 0:00,493,23.14,1147562,54.72,7162,1042,11,36
12/30/2016 1:00,3177,22.11,5623723,33.52,1566,5209,1,1
12/30/2016 2:00,966,6.72,3231292,38.52,43,431,11,36
12/30/2016 3:00,901,6.27,3296723,19.65,4,144,1,1
12/30/2016 4:00,955,6.65,5266368,31.39,44,548,1,1
12/30/2016 5:00,1307,9.1,5757940,34.32,477,943,0,1
12/30/2016 6:00,1953,13.59,4450156,53.05,224,470,11,36
12/30/2016 7:00,1699,11.82,5132989,61.19,35,123,133,47
12/30/2016 8:00,860,5.98,2749786,16.39,25,663,1,1
12/30/2016 9:00,627,29.42,1334837,63.65,4874,1151,1,1
12/30/2016 10:00,411,2.23,5309989,31.65,4,703,11,35
12/30/2016 11:00,373,2.02,1407608,8.39,0,907,1,1
12/30/2016 12:00,12611,68.62,1273391,7.59,0,12,19,19
12/30/2016 13:00,4810,33.49,5165705,30.79,1125,7113,1,1
12/30/2016 14:00,499,23.45,1358745,64.79,4827,1103,1,1
12/30/2016 15:00,5184,36.09,7380298,43.99,126,8233,1,1
12/30/2016 16:00,719,5,3656594,43.59,62,38,1,1
